Sentence,Label
"I really love the ""one model in - one model out"" idea of Fubu MVC. A controller would look something like this and the service locator would automagically fill in all the required dependencies in the constructor. This makes the controller very easy to test. So my question is: How would you go about tweaking asp.net mvc to allow this simplicity in the controllers ?",1
awesome explanation!! this is seriously awesome..,1
"Thanks Tom for finding my faultReally appreciate!",1
"ThusfetchInsertIterator could be made private.",0
And my Gradle File looks like this.,0
"ITK 4.7 is out :-)This required could be still added in the version specification to  the find_package call for this example, though.",1
Another backport (for a different jira) of mine is failing and I want to see if I can figure out what might be wrong there before doing a new backport.,-1
I'm trying to create a cocoapod using pod lib create but for some reason the .xcworkspace file is never created. I've tried updating Ruby and I've tried using Ruby 2.0.0 which my colleague is using and it works fine for him. Here is the output from the pod lib create command: I would be very greatful if anyone can shed any light on this issue as I'd love to get started using this great tool straightaway! Many thanks Chris,1
"It might be a good idea to remove info from the table but remember that SQL works pretty fine with millions of rows! In your case, I'd run a cronjob every day that removes the rows that got made longer then 48h! I think that this would be enough.",0
"Oh, how I hate TFS for giving me these headaches!",-1
"Oops, didn't mean to leave that in.",-1
"I'm trying to create a grid (matrix) of squares in a given area with n columns and m rows, and an option to set a spacing between the squares if desired. The grid should fill squares with random coloring. I'd also like to add a zoom function, so the colored squares will appear much bigger in a region that is double-clicked. Can anyone suggest a good method to generate the grid and assign random colors to the squares? If you can suggest how to create the zoom effect too that would be SUPER :) I'm new to canvas, so any method help would be great! Thanks",1
What mocking framework should be used for the webui?,0
Cancelling current patch to upload new patch,0
Damn...,-1
"The squid class is external, I don't want to fork it just for that.This class is quite high in the hierarchy (it's a profile) and it's not meant to be included for anyone else that the upper level class. You could parameterize all the parameters there, but I don't think we will want to use them ever as they are quite standard. If at any point you have to use different values for different systems, then we can spend the time to parameterize.",0
"It is a little weird since the multi-core aspect would only be usable programatically, but that will make it possible to easily bat around a 'core manager' and http design.",0
"you seem knowledgeable,what not submit a patch.",0
Looks great Todd.,0
"Good catch.It sucks that we have multiple name spaces for the same stuff.",-1
Your code is extremely vulnerable to SQL injection,0
Why is it unsafe to share filter in SelectStatement for NQF?,0
"Don't introduce new types unless you truly need them; they are supposed to be equivalence classes, and the more you define, the larger the policy will grow (GS4 policy has significant bloat due to unnecessary types that get _exactly_ the same allow rules as existing types).",-1
"Soundararajan, Ning - Yes I am planning on working on it starting next week.",0
"( My question is here, how to list the music on JScrollPane?? )",0
you are absolutely right,1
The complete error message is.,0
Patch applied in revision 889133.,0
Use `locale` and it's string collation methods to sort naturally according to current locale.,0
... the right path in *TYPO3:*FLOW3:package:git:gitBinary,0
This line gives the error.,-1
"@Bober02 if u are in this industry sooner or later you will ""meet"" Martin Thompson's excellent blog, I'm glad to introduce you to it. :) http://mechanical-sympathy.blogspot.com/2011/07/memory-barriersfences.html Happy reading!",1
"Excellent, the performance is much better.",0
Fair enough.,0
They met the same bug with us.,0
"Why the hell do they deliver Duration, if they cannot instantiate it :-/",-1
This is a professional project in academia and I need to use Java for it - bc of my own limitations I'm afraid!,-1
"However, it may leads to significant performance degradation",0
"This needs a (void)e;added for the non-dbgutil build to not bail out with werror, doesn't it?",0
"toGenericString didn't have any test, so even stupid mistakes like this one would pass the tests. Added a test now.",-1
You probably mean.,0
"Unfortunately this is not true. In order to build Go for GOOS=android GOARCH=arm GOARM=7, we need arm-linux-androideabi-gcc.",-1
